time,CR_Boron,IntegratedPower,ScaledTotalPower,avg_Tfuel,max_Tfuel
2,1.3881000000001e-07,135447195.72933,273353767.12386,350.00726069873,383.73527673744
2.01,1.3881000000001e-07,138116729.73764,260552621.37849,350.96896322188,385.24438018894
2.02,1.3881000000001e-07,140659142.60157,247929610.12439,351.8831902092,386.67703780733
2.03,1.3881000000001e-07,143076615.59151,235564700.66325,352.75113806395,388.03537376512
2.04,1.3881000000001e-07,145372065.75078,223525082.65537,353.57422009899,389.32183190407
2.05,1.3881000000001e-07,147549020.93281,211865731.15288,354.35402171668,390.53910581525
2.06,1.3881000000001e-07,149611501.5043,200630179.12893,355.09225938907,391.69007514872
2.07,1.3881000000001e-07,151563910.5484,189851434.24059,355.79074853182,392.77775383129
2.08,1.3881000000001e-07,153410933.68601,179552989.92406,356.45136183609,393.80522989038
2.09,1.3881000000001e-07,155157449.0275,169749880.41657,357.07598184212,394.77560088745
2.1,1.3881000000001e-07,156808448.10869,160449733.86292,357.66653106279,395.69199690123
2.11,1.3881000000001e-07,158368966.81036,151653796.28082,358.22490377496,396.55749676572
2.12,1.3881000000001e-07,159844026.4204,143357916.06174,358.75295447706,397.37510843405
2.13,1.3881000000001e-07,161238584.3457,135553453.6929,359.25251280141,398.14778013453
2.14,1.3881000000001e-07,162557493.30028,128228118.58086,359.72533503799,398.87834266688
2.15,1.3881000000001e-07,163805468.63425,121366726.82349,360.17311456973,399.56951801045
2.16,1.3881000000001e-07,164987062.7409,114951872.54569,360.59747029804,400.22390471722
2.17,1.3881000000001e-07,166106645.78847,108964515.06677,360.99994665881,400.84397809811
2.18,1.3881000000001e-07,167168391.89951,103384486.70216,361.38200591313,401.43208024598
2.19,1.3881000000001e-07,168176270.07364,98190931.659295,361.74502978158,401.99041881733
2.2,1.3881000000001e-07,169134039.17142,93362676.842317,362.090323971,402.52107406104
2.21,1.3881000000001e-07,170045246.2628,88878536.306548,362.41911637806,403.02599967926
2.22,1.3881000000001e-07,170913227.76242,84717565.212991,362.73255599345,403.50702272631
2.23,1.3881000000001e-07,171741112.8256,80859256.577331,363.03171826982,403.96585126234
2.24,1.3881000000001e-07,172531828.4921,77283694.070553,363.31760727423,404.40407804597
2.25,1.3881000000001e-07,173288106.20408,73971674.008016,363.59115908353,404.82318582922
2.26,1.3881000000001e-07,174012489.3697,70904793.376735,363.85324375043,405.22455129454
2.27,1.3881000000001e-07,174707341.68515,68065512.729804,364.10467021568,405.60945240989
2.28,1.3881000000001e-07,175374855.94876,65437191.914025,364.34619006556,405.97907456898
2.29,1.3881000000001e-07,176017063.14252,63004107.435689,364.57850110136,406.33451632264
2.3,1.3881000000001e-07,176635841.62346,60751457.920931,364.80224934402,406.676793259
2.31,1.3881000000001e-07,177232926.31312,58665357.478151,365.0180336194,407.00684486044
2.32,1.3881000000001e-07,177809917.75864,56732817.117499,365.22640822409,407.32553911304
2.33,1.3881000000001e-07,178368290.974,54941719.232396,365.42788608416,407.6336776047
2.34,1.3881000000001e-07,178909403.99944,53280786.414638,365.62294227118,407.93200093564
2.35,1.3881000000001e-07,179434506.1223,51739545.840989,365.8120150032,408.22119124849
2.36,1.3881000000001e-07,179944745.73886,50308291.744898,365.99551074057,408.50187927031
2.37,1.3881000000001e-07,180441177.81952,48978044.928772,366.17380407934,408.77464542628
2.38,1.3881000000001e-07,180924770.97237,47740512.127716,366.34724146771,409.04002513952
2.39,1.3881000000001e-07,181396414.09937,46588045.309949,366.51614327748,409.29851225485
2.4,1.3881000000001e-07,181856922.64543,45513601.241522,366.68080531908,409.55056174793
2.41,1.3881000000001e-07,182307044.45021,44510701.856539,366.8415015563,409.79659370681
2.42,1.3881000000001e-07,182747465.20258,43573395.340206,366.99848382435,410.03699389394
2.43,1.3881000000001e-07,183178813.52244,42696219.604999,367.15198558176,410.27211874659
2.44,1.3881000000001e-07,183601665.67894,41874166.58268,367.30222226381,410.50229652109
2.45,1.3881000000001e-07,184016549.96089,41102648.295887,367.44939250976,410.72782935307
2.46,1.3881000000001e-07,184423950.71785,40377464.961447,367.59367939863,410.94899527355
2.47,1.3881000000001e-07,184824312.09338,39694775.128082,367.73525241579,411.16605098967
2.48,1.3881000000001e-07,185218041.46613,39051067.292234,367.87426797375,411.37923300306
2.49,1.3881000000001e-07,185605512.61691,38443133.34068,368.01087059714,411.58875942498
2.5,1.3881000000001e-07,185987068.63768,37868043.700087,368.14519314943,411.79483067857
2.51,1.3881000000001e-07,186363024.60303,37323124.524276,368.27735846087,411.99763172893
2.52,1.3881000000001e-07,186733670.02164,36805936.403734,368.40748051423,412.19733378689
2.53,1.3881000000001e-07,187099271.07989,36314254.282292,368.53566425583,412.39409444189
2.54,1.3881000000001e-07,187460072.69334,35846049.205009,368.66200614196,412.58805858516
2.55,1.3881000000001e-07,187816300.38583,35399471.680325,368.78659621311,412.77936101542
